,Comptage,annee,mois,joursem,weekend,vacances,feries,Pluie,Vent,Temperature,Neige
2021-09-13,199178.0,2021,9,0,0,0,0,0.0,2.129166666666667,20.295833333333334,0.0
2021-09-14,145818.0,2021,9,1,0,0,0,9.0,2.275,21.016666666666666,0.0
2021-09-15,142481.0,2021,9,2,0,0,0,12.6,2.2624999999999997,19.275000000000002,0.0
2021-09-16,210130.0,2021,9,3,0,0,0,0.2,1.8958333333333333,18.304166666666667,0.0
2021-09-17,201334.0,2021,9,4,0,0,0,0.0,1.7249999999999999,17.895833333333332,0.0
2021-09-18,166244.0,2021,9,5,1,0,0,0.0,1.875,19.025000000000002,0.0
2021-09-19,180459.0,2021,9,6,1,0,0,0.8,3.1999999999999997,18.429166666666667,0.0
2021-09-20,159333.0,2021,9,0,0,0,0,11.700000000000001,2.4291666666666667,16.7375,0.0
2021-09-21,212234.0,2021,9,1,0,0,0,0.0,3.158333333333333,15.025,0.0
2021-09-22,208275.0,2021,9,2,0,0,0,0.0,1.8041666666666665,15.575000000000001,0.0
2021-09-23,219028.0,2021,9,3,0,0,0,0.0,1.8458333333333332,16.654166666666665,0.0
2021-09-24,195714.0,2021,9,4,0,0,0,0.0,1.6166666666666665,16.991666666666667,0.0
2021-09-25,164809.0,2021,9,5,1,0,0,0.2,1.5458333333333334,17.920833333333334,0.0
2021-09-26,106762.0,2021,9,6,1,0,0,12.0,2.345833333333333,17.791666666666668,0.0
2021-09-27,150489.0,2021,9,0,0,0,0,4.2,2.658333333333333,15.825000000000001,0.0
2021-09-28,204372.0,2021,9,1,0,0,0,0.2,2.3375,14.104166666666666,0.0
2021-09-29,174810.0,2021,9,2,0,0,0,1.2,3.545833333333333,13.775,0.0
2021-09-30,200119.0,2021,9,3,0,0,0,0.0,2.25,12.370833333333332,0.0
2021-10-01,140332.0,2021,10,4,0,0,0,5.2,3.3874999999999997,12.75,0.0
2021-10-02,96385.0,2021,10,5,1,0,0,6.0,4.4624999999999995,15.029166666666667,0.0
2021-10-03,72279.0,2021,10,6,1,0,0,19.400000000000002,3.9125,14.470833333333333,0.0
2021-10-04,173965.0,2021,10,0,0,0,0,0.2,3.2708333333333335,13.775,0.0
2021-10-05,143703.0,2021,10,1,0,0,0,8.7,4.254166666666666,13.3375,0.0
2021-10-06,193688.0,2021,10,2,0,0,0,0.0,3.6625,13.491666666666667,0.0
2021-10-07,199167.0,2021,10,3,0,0,0,0.2,1.7375,13.316666666666668,0.0
2021-10-08,183800.0,2021,10,4,0,0,0,0.0,2.9166666666666665,13.941666666666668,0.0
2021-10-09,151908.0,2021,10,5,1,0,0,0.2,2.279166666666667,13.529166666666667,0.0
2021-10-10,133089.0,2021,10,6,1,0,0,0.2,2.4625,12.799999999999999,0.0
2021-10-11,179799.0,2021,10,0,0,0,0,0.0,3.225,13.533333333333333,0.0
2021-10-12,196271.0,2021,10,1,0,0,0,0.0,2.4250000000000003,12.258333333333333,0.0
2021-10-13,193106.0,2021,10,2,0,0,0,0.0,2.058333333333333,11.254166666666668,0.0
2021-10-14,201183.0,2021,10,3,0,0,0,0.2,1.3375000000000001,10.979166666666666,0.0
2021-10-15,180209.0,2021,10,4,0,0,0,0.0,1.4416666666666667,12.525,0.0
2021-10-16,150551.0,2021,10,5,1,0,0,0.2,1.6125,12.445833333333333,0.0
2021-10-17,119203.0,2021,10,6,1,0,0,0.0,2.2916666666666665,10.879166666666668,0.0
2021-10-18,171838.0,2021,10,0,0,0,0,3.2,2.4833333333333334,12.941666666666668,0.0
2021-10-19,204062.0,2021,10,1,0,0,0,0.6000000000000001,2.9125,17.979166666666668,0.0
2021-10-20,165920.0,2021,10,2,0,0,0,1.2,5.1499999999999995,16.895833333333332,0.0
2021-10-21,149795.0,2021,10,3,0,0,0,15.4,5.354166666666667,11.441666666666668,0.0
2021-10-22,162153.0,2021,10,4,0,0,0,0.0,2.1875,9.125,0.0
2021-10-23,126889.0,2021,10,5,1,1,0,0.0,1.6375,10.887500000000001,0.0
2021-10-24,117872.0,2021,10,6,1,1,0,0.2,2.3541666666666665,8.583333333333334,0.0
2021-10-25,129337.0,2021,10,0,0,1,0,1.8,2.2833333333333337,10.779166666666667,0.0
2021-10-26,162161.0,2021,10,1,0,1,0,0.0,2.5500000000000003,12.008333333333333,0.0
2021-10-27,167448.0,2021,10,2,0,1,0,0.2,2.0458333333333334,11.345833333333333,0.0
2021-10-28,166139.0,2021,10,3,0,1,0,0.2,3.154166666666667,11.6625,0.0
2021-10-29,106405.0,2021,10,4,0,1,0,5.6,3.3249999999999997,12.179166666666667,0.0
2021-10-30,65246.0,2021,10,5,1,1,0,7.1,3.0208333333333335,12.75,0.0
2021-10-31,61569.0,2021,10,6,1,1,0,4.3,3.7624999999999997,12.245833333333332,0.0
2021-11-01,69458.0,2021,11,0,0,1,1,3.8,3.108333333333333,9.8125,0.0
2021-11-02,137555.0,2021,11,1,0,1,0,1.6,2.8041666666666667,9.504166666666666,0.0
2021-11-03,138927.0,2021,11,2,0,1,0,4.0,2.8666666666666667,9.004166666666666,0.0
2021-11-04,119534.0,2021,11,3,0,1,0,5.0,3.0041666666666664,8.4125,0.0
2021-11-05,132241.0,2021,11,4,0,1,0,0.0,2.5458333333333334,9.333333333333334,0.0
2021-11-06,117218.0,2021,11,5,1,1,0,0.0,1.7833333333333332,7.445833333333333,0.0
2021-11-07,84956.0,2021,11,6,1,1,0,0.2,2.75,10.25,0.0
2021-11-08,160467.0,2021,11,0,0,0,0,0.2,1.5999999999999999,8.8375,0.0
2021-11-09,172675.0,2021,11,1,0,0,0,0.0,1.2041666666666668,7.308333333333334,0.0
2021-11-10,160785.0,2021,11,2,0,0,0,0.2,1.5250000000000001,5.233333333333333,0.0
2021-11-11,98135.0,2021,11,3,0,0,1,0.0,1.3833333333333335,4.179166666666666,0.0
2021-11-12,122454.0,2021,11,4,0,0,0,0.0,2.4583333333333335,6.804166666666667,0.0
2021-11-13,81667.0,2021,11,5,1,0,0,1.2000000000000002,2.670833333333333,11.433333333333332,0.0
2021-11-14,77135.0,2021,11,6,1,0,0,0.0,3.2624999999999997,10.7875,0.0
2021-11-15,146987.0,2021,11,0,0,0,0,0.0,3.5416666666666665,7.070833333333333,0.0
2021-11-16,162233.0,2021,11,1,0,0,0,0.2,1.8708333333333333,7.520833333333333,0.0
2021-11-17,159531.0,2021,11,2,0,0,0,0.2,1.9291666666666665,10.408333333333333,0.0
2021-11-18,171028.0,2021,11,3,0,0,0,0.2,1.6958333333333335,8.075000000000001,0.0
2021-11-19,152601.0,2021,11,4,0,0,0,0.0,1.6416666666666666,8.766666666666667,0.0
2021-11-20,111299.0,2021,11,5,1,0,0,0.0,1.925,7.358333333333333,0.0
2021-11-21,68217.0,2021,11,6,1,0,0,1.6,3.0,7.104166666666667,0.0
2021-11-22,148511.0,2021,11,0,0,0,0,0.0,4.7625,5.641666666666667,0.0
2021-11-23,163265.0,2021,11,1,0,0,0,0.0,3.966666666666667,5.0375000000000005,0.0
2021-11-24,158849.0,2021,11,2,0,0,0,0.2,2.725,4.616666666666666,0.0
2021-11-25,162652.0,2021,11,3,0,0,0,0.2,2.9583333333333335,5.879166666666666,0.0
2021-11-26,134306.0,2021,11,4,0,0,0,1.4,3.7291666666666665,5.633333333333333,0.0
2021-11-27,68709.0,2021,11,5,1,0,0,4.0,4.104166666666667,3.5875,0.0
2021-11-28,61279.0,2021,11,6,1,0,0,0.4,5.6499999999999995,4.75,0.0
2021-11-29,147967.0,2021,11,0,0,0,0,0.0,3.0625,3.6833333333333336,0.0
2021-11-30,155545.0,2021,11,1,0,0,0,0.0,4.020833333333333,6.529166666666666,0.0
2021-12-01,132107.0,2021,12,2,0,0,0,3.6,4.3125,9.016666666666667,0.0
2021-12-02,150261.0,2021,12,3,0,0,0,0.0,4.3,5.308333333333334,0.0
2021-12-03,94010.0,2021,12,4,0,0,0,10.3,3.1791666666666667,4.054166666666666,0.0
2021-12-04,68637.0,2021,12,5,1,0,0,5.4,4.320833333333334,9.0375,0.0
2021-12-05,52159.0,2021,12,6,1,0,0,4.0,3.9125,5.2,0.0
2021-12-06,112943.0,2021,12,0,0,0,0,2.2,3.4499999999999997,6.408333333333334,0.0
2021-12-07,123362.0,2021,12,1,0,0,0,2.0,4.420833333333333,5.858333333333333,0.0
2021-12-08,140982.0,2021,12,2,0,0,0,0.0,3.391666666666667,5.395833333333333,0.0
2021-12-09,143407.0,2021,12,3,0,0,0,2.8000000000000003,3.2583333333333333,4.945833333333334,0.0
2021-12-10,107955.0,2021,12,4,0,0,0,14.5,5.2875000000000005,6.854166666666667,0.0
2021-12-11,100932.0,2021,12,5,1,0,0,0.0,2.475,5.716666666666666,0.0
2021-12-12,75044.0,2021,12,6,1,0,0,1.2000000000000002,2.275,9.0875,0.0
2021-12-13,134037.0,2021,12,0,0,0,0,0.0,2.5166666666666666,7.995833333333334,0.0
2021-12-14,146042.0,2021,12,1,0,0,0,0.0,1.5083333333333335,6.816666666666666,0.0
2021-12-15,144532.0,2021,12,2,0,0,0,0.0,1.5416666666666667,8.012500000000001,0.0
2021-12-16,152485.0,2021,12,3,0,0,0,0.0,1.9416666666666667,9.358333333333333,0.0
2021-12-17,136948.0,2021,12,4,0,0,0,0.0,3.1291666666666664,7.6125,0.0
2021-12-18,104440.0,2021,12,5,1,1,0,0.2,3.0083333333333333,6.116666666666667,0.0
2021-12-19,71742.0,2021,12,6,1,1,0,0.0,3.1333333333333333,5.416666666666667,0.0
2021-12-20,104733.0,2021,12,0,0,1,0,0.0,3.2375000000000003,5.55,0.0
2021-12-21,106941.0,2021,12,1,0,1,0,0.0,2.4791666666666665,2.316666666666667,0.0
2021-12-22,84174.0,2021,12,2,0,1,0,0.0,3.033333333333333,-0.7000000000000001,0.0
2021-12-23,76648.0,2021,12,3,0,1,0,0.0,2.3958333333333335,4.458333333333333,0.0
2021-12-24,43208.0,2021,12,4,0,1,0,6.2,1.8291666666666666,9.15,0.0
2021-12-25,23374.0,2021,12,5,1,1,1,2.2,1.2708333333333333,9.529166666666667,0.0
2021-12-26,29840.0,2021,12,6,1,1,0,5.2,2.375,9.629166666666666,0.0
2021-12-27,48897.0,2021,12,0,0,1,0,6.4,3.375,10.429166666666667,0.0
2021-12-28,60299.0,2021,12,1,0,1,0,7.7,4.895833333333333,11.679166666666667,0.0
2021-12-29,48633.0,2021,12,2,0,1,0,6.0,3.529166666666667,12.708333333333334,0.0
2021-12-30,76067.0,2021,12,3,0,1,0,0.0,3.670833333333333,13.720833333333333,0.0
2021-12-31,72606.0,2021,12,4,0,1,0,0.4,2.379166666666667,11.445833333333333,0.0
2022-01-01,62881.0,2022,1,5,1,1,1,0.0,2.379166666666667,10.5,0.0
2022-01-02,65542.0,2022,1,6,1,1,0,0.2,3.9458333333333333,12.066666666666668,0.0
2022-01-03,89747.0,2022,1,0,0,0,0,9.700000000000001,4.2,11.637500000000001,0.0
2022-01-04,89277.0,2022,1,1,0,0,0,21.0,3.779166666666667,8.683333333333334,0.0
2022-01-05,119686.0,2022,1,2,0,0,0,0.0,3.279166666666667,4.541666666666667,0.0
2022-01-06,120833.0,2022,1,3,0,0,0,0.0,2.345833333333333,3.9499999999999997,0.0
2022-01-07,92903.0,2022,1,4,0,0,0,5.2,4.5375000000000005,5.708333333333333,0.0
2022-01-08,51810.0,2022,1,5,1,0,0,10.8,4.670833333333333,6.4375,0.0
2022-01-09,48962.0,2022,1,6,1,0,0,10.6,2.6875,5.316666666666666,0.0
2022-01-10,112613.0,2022,1,0,0,0,0,0.0,1.9749999999999999,3.6666666666666665,0.0
2022-01-11,122687.0,2022,1,1,0,0,0,0.0,2.2666666666666666,1.6666666666666667,0.0
2022-01-12,118158.0,2022,1,2,0,0,0,0.0,1.5541666666666665,2.783333333333333,0.0
2022-01-13,119033.0,2022,1,3,0,0,0,0.0,2.1958333333333333,2.904166666666667,0.0
2022-01-14,115988.0,2022,1,4,0,0,0,0.0,1.5541666666666665,3.7624999999999997,0.0
2022-01-15,101193.0,2022,1,5,1,0,0,0.2,1.5250000000000001,2.891666666666667,0.0
2022-01-16,66334.0,2022,1,6,1,0,0,0.6,2.1333333333333333,2.1374999999999997,0.0
2022-01-17,114914.0,2022,1,0,0,0,0,0.0,1.5958333333333332,6.0874999999999995,0.0
2022-01-18,131158.0,2022,1,1,0,0,0,0.2,2.7083333333333335,5.479166666666667,0.0
2022-01-19,115208.0,2022,1,2,0,0,0,1.6,2.3874999999999997,5.783333333333334,2.0
2022-01-20,123025.0,2022,1,3,0,0,0,0.2,3.8333333333333335,5.258333333333334,0.0
2022-01-21,114429.0,2022,1,4,0,0,0,0.0,3.4,4.3999999999999995,0.0
2022-01-22,92446.0,2022,1,5,1,0,0,0.0,2.4708333333333337,5.495833333333334,0.0
2022-01-23,71998.0,2022,1,6,1,0,0,0.0,2.5458333333333334,4.25,0.0
2022-01-24,122332.0,2022,1,0,0,0,0,0.0,2.033333333333333,3.404166666666667,1.0
2022-01-25,122340.0,2022,1,1,0,0,0,0.0,1.4625000000000001,0.5208333333333334,1.0
2022-01-26,120483.0,2022,1,2,0,0,0,0.0,1.8625,2.3249999999999997,0.0
2022-01-27,123871.0,2022,1,3,0,0,0,0.2,2.529166666666667,5.091666666666667,0.0
2022-01-28,120030.0,2022,1,4,0,0,0,0.0,2.091666666666667,6.970833333333334,0.0
2022-01-29,88952.0,2022,1,5,1,0,0,0.0,3.295833333333333,8.820833333333333,0.0
2022-01-30,97693.0,2022,1,6,1,0,0,0.0,2.316666666666667,8.487499999999999,0.0
2022-01-31,120804.0,2022,1,0,0,0,0,0.8,4.979166666666667,7.05,0.0
2022-02-01,118384.0,2022,2,1,0,0,0,0.8,3.904166666666667,7.545833333333333,0.0
2022-02-02,135733.0,2022,2,2,0,0,0,0.0,3.0625,10.270833333333334,0.0
2022-02-03,139344.0,2022,2,3,0,0,0,0.0,2.9291666666666667,7.8,0.0
2022-02-04,117358.0,2022,2,4,0,0,0,1.4000000000000001,3.595833333333333,7.5874999999999995,0.0
2022-02-05,116512.0,2022,2,5,1,0,0,0.0,3.1875,6.533333333333334,0.0
2022-02-06,47851.0,2022,2,6,1,0,0,7.400000000000001,5.979166666666667,9.316666666666666,0.0
2022-02-07,139371.0,2022,2,0,0,0,0,0.0,3.1125000000000003,7.683333333333334,0.0
2022-02-08,148785.0,2022,2,1,0,0,0,0.0,2.2083333333333335,8.620833333333334,0.0
2022-02-09,155636.0,2022,2,2,0,0,0,0.0,1.7,7.470833333333334,0.0
2022-02-10,131577.0,2022,2,3,0,0,0,1.7999999999999998,3.154166666666667,7.441666666666666,0.0
2022-02-11,136447.0,2022,2,4,0,0,0,0.0,2.004166666666667,5.329166666666667,0.0
2022-02-12,116802.0,2022,2,5,1,0,0,0.0,2.5458333333333334,4.304166666666666,0.0
2022-02-13,91934.0,2022,2,6,1,0,0,0.0,3.9958333333333336,7.295833333333333,0.0
2022-02-14,122589.0,2022,2,0,0,0,0,2.8000000000000003,4.083333333333333,9.291666666666666,0.0
2022-02-15,140331.0,2022,2,1,0,0,0,1.0,4.454166666666667,8.108333333333333,0.0
2022-02-16,130116.0,2022,2,2,0,0,0,4.4,5.125,12.625,0.0
2022-02-17,156204.0,2022,2,3,0,0,0,0.6000000000000001,4.879166666666666,12.354166666666666,0.0
2022-02-18,185357.0,2022,2,4,0,0,0,3.4,6.054166666666667,10.5,0.0
2022-02-19,113888.0,2022,2,5,1,1,0,0.0,5.1125,7.4125000000000005,0.0
2022-02-20,77800.0,2022,2,6,1,1,0,1.8,5.25,10.995833333333332,0.0
2022-02-21,108854.0,2022,2,0,0,1,0,1.8,5.804166666666667,8.6625,0.0
2022-02-22,125679.0,2022,2,1,0,1,0,0.2,3.5749999999999997,9.3375,0.0
2022-02-23,135390.0,2022,2,2,0,1,0,0.2,2.091666666666667,9.4625,0.0
2022-02-24,120357.0,2022,2,3,0,1,0,2.6,3.6166666666666667,8.216666666666667,0.0
2022-02-25,113627.0,2022,2,4,0,1,0,0.0,3.375,6.629166666666666,0.0
2022-02-26,97651.0,2022,2,5,1,1,0,0.2,3.158333333333333,6.041666666666667,0.0
2022-02-27,85734.0,2022,2,6,1,1,0,0.0,3.3041666666666667,5.441666666666666,0.0
2022-02-28,117993.0,2022,2,0,0,1,0,0.0,2.066666666666667,6.079166666666667,0.0
2022-03-01,125270.0,2022,3,1,0,1,0,0.0,1.8916666666666666,8.275,0.0
2022-03-02,127319.0,2022,3,2,0,1,0,0.0,1.6708333333333334,9.0875,0.0
2022-03-03,127837.0,2022,3,3,0,1,0,0.0,1.7291666666666667,10.041666666666666,0.0
2022-03-04,117183.0,2022,3,4,0,1,0,0.0,2.066666666666667,10.170833333333333,0.0
2022-03-05,106986.0,2022,3,5,1,1,0,0.0,2.5208333333333335,9.133333333333333,0.0
2022-03-06,93184.0,2022,3,6,1,1,0,0.0,4.1875,5.404166666666666,0.0
2022-03-07,133568.0,2022,3,0,0,0,0,0.0,4.070833333333334,3.608333333333333,0.0
2022-03-08,152078.0,2022,3,1,0,0,0,0.0,2.8541666666666665,6.279166666666666,0.0
2022-03-09,155373.0,2022,3,2,0,0,0,0.0,2.7416666666666667,9.487499999999999,0.0
2022-03-10,165057.0,2022,3,3,0,0,0,0.0,3.125,11.0625,0.0
2022-03-11,115676.0,2022,3,4,0,0,0,4.4,3.5749999999999997,9.941666666666666,0.0
2022-03-12,88663.0,2022,3,5,1,0,0,0.6000000000000001,3.608333333333333,8.516666666666667,0.0
2022-03-13,60969.0,2022,3,6,1,0,0,2.2,3.829166666666666,8.958333333333334,0.0
2022-03-14,152952.0,2022,3,0,0,0,0,0.0,2.5,9.7125,0.0
2022-03-15,113268.0,2022,3,1,0,0,0,5.4,1.9833333333333334,10.3375,0.0
2022-03-16,157586.0,2022,3,2,0,0,0,0.0,2.5375,11.433333333333332,0.0
2022-03-17,155461.0,2022,3,3,0,0,0,0.0,4.533333333333333,8.854166666666666,0.0
2022-03-18,149812.0,2022,3,4,0,0,0,0.0,4.704166666666667,9.9375,0.0
2022-03-19,122894.0,2022,3,5,1,0,0,0.0,4.1375,11.091666666666667,0.0
2022-03-20,107272.0,2022,3,6,1,0,0,0.0,2.654166666666667,8.608333333333333,0.0
2022-03-21,157475.0,2022,3,0,0,0,0,0.0,2.2583333333333333,12.579166666666666,0.0
2022-03-22,177908.0,2022,3,1,0,0,0,0.0,3.108333333333333,13.083333333333334,0.0
2022-03-23,177618.0,2022,3,2,0,0,0,0.0,2.154166666666667,12.716666666666667,0.0
2022-03-24,182086.0,2022,3,3,0,0,0,0.0,1.9291666666666665,14.504166666666668,0.0
2022-03-25,168080.0,2022,3,4,0,0,0,0.0,3.283333333333333,14.133333333333333,0.0
2022-03-26,139899.0,2022,3,5,1,0,0,0.0,3.533333333333333,13.941666666666668,0.0
2022-03-27,123733.0,2022,3,6,1,0,0,0.0,2.2958333333333334,14.950000000000001,0.0
2022-03-28,162298.0,2022,3,0,0,0,0,0.0,1.7416666666666665,15.754166666666668,0.0
2022-03-29,140612.0,2022,3,1,0,0,0,0.8,2.2166666666666663,14.112499999999999,0.0
2022-03-30,121189.0,2022,3,2,0,0,0,7.6,2.2875,10.920833333333334,0.0
2022-03-31,124343.0,2022,3,3,0,0,0,1.6,5.579166666666667,6.083333333333333,0.0
2022-04-01,77439.0,2022,4,4,0,0,0,2.0,6.366666666666667,2.4666666666666663,0.0
2022-04-02,87842.0,2022,4,5,1,0,0,0.0,5.7875000000000005,4.625,0.0
2022-04-03,86728.0,2022,4,6,1,0,0,0.0,3.7624999999999997,5.541666666666667,0.0
2022-04-04,134436.0,2022,4,0,0,0,0,0.0,3.704166666666667,6.8999999999999995,0.0
2022-04-05,131221.0,2022,4,1,0,0,0,1.6,2.9375,10.458333333333334,0.0
2022-04-06,146327.0,2022,4,2,0,0,0,0.0,4.241666666666666,10.804166666666667,0.0
2022-04-07,138814.0,2022,4,3,0,0,0,1.4000000000000001,6.016666666666667,12.225,0.0
2022-04-08,65095.0,2022,4,4,0,0,0,37.5,3.4333333333333336,6.0125,0.0
2022-04-09,98127.0,2022,4,5,1,0,0,3.8000000000000003,2.466666666666667,6.658333333333334,0.0
2022-04-10,123352.0,2022,4,6,1,0,0,0.0,2.1374999999999997,8.9375,0.0
2022-04-11,171352.0,2022,4,0,0,0,0,0.0,3.3791666666666664,13.154166666666667,0.0
2022-04-12,191877.0,2022,4,1,0,0,0,0.0,3.4166666666666665,16.25,0.0
2022-04-13,118844.0,2022,4,2,0,0,0,9.5,1.3708333333333333,14.108333333333334,0.0
2022-04-14,191734.0,2022,4,3,0,0,0,0.2,1.8958333333333333,16.0625,0.0
2022-04-15,168992.0,2022,4,4,0,0,0,0.0,2.466666666666667,16.470833333333335,0.0
2022-04-16,124913.0,2022,4,5,1,0,0,0.0,3.375,15.254166666666668,0.0
2022-04-17,111681.0,2022,4,6,1,0,0,0.0,2.6625,15.354166666666666,0.0
2022-04-18,108723.0,2022,4,0,0,0,1,0.0,2.0875,14.858333333333334,0.0
2022-04-19,180844.0,2022,4,1,0,0,0,0.0,3.5,13.270833333333334,0.0
2022-04-20,186738.0,2022,4,2,0,0,0,0.0,3.1916666666666664,14.445833333333333,0.0
2022-04-21,198550.0,2022,4,3,0,0,0,0.0,3.345833333333333,15.316666666666665,0.0
2022-04-22,180024.0,2022,4,4,0,0,0,0.0,3.2083333333333335,15.3125,0.0
2022-04-23,116235.0,2022,4,5,1,1,0,0.4,3.1374999999999997,14.970833333333333,0.0
2022-04-24,128182.0,2022,4,6,1,1,0,0.0,3.1875,15.020833333333334,0.0
2022-04-25,153879.0,2022,4,0,0,1,0,0.0,3.983333333333333,12.704166666666666,0.0
2022-04-26,164466.0,2022,4,1,0,1,0,0.0,3.220833333333333,11.625,0.0
2022-04-27,167763.0,2022,4,2,0,1,0,0.0,3.7624999999999997,13.316666666666668,0.0
2022-04-28,166978.0,2022,4,3,0,1,0,0.0,3.341666666666667,15.708333333333334,0.0
2022-04-29,142688.0,2022,4,4,0,1,0,0.0,4.041666666666667,15.083333333333334,0.0
2022-04-30,123979.0,2022,4,5,1,1,0,0.0,4.083333333333333,12.404166666666667,0.0
2022-05-01,107360.0,2022,5,6,1,1,1,0.0,3.15,12.766666666666666,0.0
2022-05-02,144041.0,2022,5,0,0,1,0,0.0,3.1791666666666667,14.245833333333332,0.0
2022-05-03,168075.0,2022,5,1,0,1,0,0.0,4.070833333333334,14.841666666666667,0.0
2022-05-04,163795.0,2022,5,2,0,1,0,0.0,2.829166666666667,14.3125,0.0
2022-05-05,161072.0,2022,5,3,0,1,0,0.0,3.283333333333333,14.604166666666666,0.0
2022-05-06,156172.0,2022,5,4,0,1,0,0.0,2.4375,16.654166666666665,0.0
2022-05-07,125468.0,2022,5,5,1,1,0,0.0,2.829166666666667,16.5125,0.0
2022-05-08,118525.0,2022,5,6,1,1,1,0.0,3.704166666666667,16.537499999999998,0.0
2022-05-09,187484.0,2022,5,0,0,0,0,0.0,1.9958333333333333,19.400000000000002,0.0
2022-05-10,210050.0,2022,5,1,0,0,0,0.0,3.1999999999999997,21.745833333333334,0.0
2022-05-11,208039.0,2022,5,2,0,0,0,0.0,3.591666666666667,20.020833333333332,0.0
2022-05-12,208222.0,2022,5,3,0,0,0,0.0,2.466666666666667,16.766666666666666,0.0
2022-05-13,190590.0,2022,5,4,0,0,0,0.0,2.5124999999999997,16.6875,0.0
2022-05-14,156279.0,2022,5,5,1,0,0,0.0,1.8708333333333333,18.395833333333332,0.0
2022-05-15,130613.0,2022,5,6,1,0,0,3.2,2.8333333333333335,21.6875,0.0
2022-05-16,182235.0,2022,5,0,0,0,0,0.2,2.379166666666667,20.2375,0.0
2022-05-17,214170.0,2022,5,1,0,0,0,0.0,1.9958333333333333,23.5625,0.0
2022-05-18,211087.0,2022,5,2,0,0,0,0.0,2.7708333333333335,23.90416666666667,0.0
2022-05-19,204461.0,2022,5,3,0,0,0,0.0,2.7375000000000003,22.558333333333334,0.0
2022-05-20,139240.0,2022,5,4,0,0,0,3.4,2.8166666666666664,17.724999999999998,0.0
2022-05-21,148988.0,2022,5,5,1,0,0,0.0,1.7166666666666668,18.566666666666666,0.0
2022-05-22,116819.0,2022,5,6,1,0,0,0.2,2.2416666666666667,19.329166666666666,0.0
2022-05-23,133860.0,2022,5,0,0,0,0,9.1,2.4166666666666665,16.45,0.0
2022-05-24,180667.0,2022,5,1,0,0,0,0.0,3.3874999999999997,14.4125,0.0
2022-05-25,175450.0,2022,5,2,0,0,0,0.0,2.829166666666667,15.745833333333332,0.0
2022-05-26,108435.0,2022,5,3,0,1,1,0.2,2.8083333333333336,16.7375,0.0
